Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
853,75,3,53.0,-0.36377462516318343,1,3,3,0,4,0,6,2,2,0,4,7,5,1941,1950,1,1,8,8,3,0.0,3,2,1,3,3,3,4,364,5,0,554,918,1,2,1,4,918,728,0,0.3571878592766759,0,0,2,0,4,1,3,7,6,2,2,5,1941.0,2,1,240,4,4,2,0,0,0,0,126,0,0,8,2007,8,4,-0.10534093848977892
854,80,3,69.0,0.23308724988411325,1,0,3,0,0,0,12,2,2,0,7,6,6,1964,1964,1,1,8,6,1,115.0,3,2,1,3,3,1,4,564,5,0,563,1127,1,4,1,4,1445,0,0,-0.06123033384531997,0,0,1,1,3,1,3,7,6,1,1,1,1964.0,1,2,645,4,4,2,180,0,0,0,0,0,0,8,2009,8,4,-0.20667695541753375
855,20,3,102.0,0.9330510956965762,1,3,3,0,4,0,19,2,2,0,2,5,4,1955,1974,3,1,13,10,3,0.0,3,4,1,3,3,2,0,306,4,1085,372,1763,1,4,1,4,1779,0,0,0.6340516388051608,1,0,1,1,3,1,3,6,6,1,2,1,1955.0,2,2,454,4,4,2,0,418,0,0,312,0,0,7,2006,8,0,-0.004004921562024107
856,20,3,69.0,-0.3915328480614974,1,0,3,0,0,0,19,2,2,0,2,5,8,1962,2010,1,1,6,6,3,0.0,3,2,1,3,3,3,0,659,5,0,381,1040,1,0,1,4,1040,0,0,-0.904311767747849,1,0,1,1,3,1,3,6,6,0,5,5,1962.0,2,1,260,4,4,2,0,104,0,0,0,0,0,4,2010,8,4,-0.7302463762109336
857,80,3,69.0,0.09790109940531141,1,0,2,0,4,1,5,2,2,0,7,6,6,1978,1978,1,1,9,6,3,0.0,3,4,1,2,1,1,2,505,3,435,0,940,1,4,1,4,1026,0,0,-0.9334553234876894,1,0,1,0,3,1,3,5,6,0,5,5,1981.0,2,2,576,4,1,2,0,0,34,0,0,0,0,10,2008,8,4,-0.3924596531184176
858,60,3,65.0,-0.24396965447219193,1,3,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,1,6,6,3,0.0,3,4,2,2,3,3,5,0,5,0,702,702,1,2,1,4,702,779,0,0.01371023805712705,0,0,2,1,3,1,3,6,6,1,4,1,1994.0,0,2,343,4,4,2,0,36,0,0,0,0,0,3,2009,8,4,0.06355242305647911
859,20,3,80.0,0.029406783162718483,1,3,3,0,4,0,14,2,2,0,2,7,5,1976,1976,1,1,6,6,1,189.0,3,4,1,2,3,3,5,0,5,0,1090,1090,1,4,1,4,1370,0,0,-0.21735652530875127,0,0,2,0,3,1,3,6,6,1,4,1,1976.0,1,2,479,4,4,2,0,0,0,0,0,0,0,6,2009,8,3,-0.3080129723452885
860,60,3,69.0,0.10499086196375525,1,0,3,0,0,0,14,3,2,0,5,6,7,1968,1984,1,1,6,6,1,220.0,3,4,1,3,3,2,1,619,5,0,435,1054,1,4,1,4,1512,1142,0,2.4555238725451924,1,0,2,1,4,1,2,9,6,1,2,1,1968.0,2,2,619,4,4,2,0,65,0,0,222,0,0,8,2006,8,4,1.34714197080804
861,50,3,55.0,-0.30200957507775755,1,3,3,0,0,0,6,2,2,0,0,7,8,1918,1998,1,1,13,14,3,0.0,2,4,0,3,3,3,5,0,5,0,912,912,1,2,1,4,912,514,0,-0.10078230234938923,0,0,1,1,3,1,2,7,6,1,2,5,1925.0,2,1,216,4,4,2,0,240,0,0,0,0,0,6,2007,8,4,0.33293733472276066
862,190,3,75.0,0.17660948035074717,1,3,3,0,4,0,19,2,2,1,2,5,4,1965,1965,3,1,9,6,3,0.0,3,4,2,3,3,2,1,841,5,0,198,1039,1,0,1,4,1039,0,0,-0.9063934503006947,1,0,1,1,3,1,3,6,6,0,5,1,1965.0,2,2,504,4,4,2,0,0,0,0,0,0,0,4,2010,8,4,-0.6542443635151175
863,20,3,81.0,-0.05807367688045285,1,3,3,0,0,0,20,2,2,0,2,6,5,1984,1985,3,1,6,10,3,0.0,3,4,2,2,3,3,2,338,5,0,702,1040,1,4,1,4,1097,0,0,-0.7856558622356412,0,0,2,0,3,1,3,6,6,0,5,1,1986.0,2,2,480,4,4,2,0,0,0,0,0,0,0,5,2010,8,4,-0.3080129723452885
864,20,3,70.0,-0.267281755088092,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,10,3,0.0,3,4,1,3,3,3,1,1148,5,0,0,1148,1,4,1,4,1148,0,0,-0.6794900520405079,1,0,1,0,3,1,3,6,6,0,5,1,1959.0,2,1,672,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,-0.6373550273604917
865,20,1,72.0,-0.18208443891967374,1,3,3,0,4,0,21,2,2,0,2,7,5,2007,2008,1,1,12,13,3,0.0,2,4,2,0,3,3,5,0,5,0,1372,1372,1,0,1,4,1372,0,0,-0.21319316020305978,0,0,2,0,3,1,2,6,6,0,5,1,2008.0,0,2,529,4,4,2,0,140,0,0,0,0,0,5,2008,6,5,1.3569377857777232
866,20,3,69.0,-0.16886623753952423,1,0,3,0,4,0,12,2,2,0,2,5,6,1970,1970,1,1,8,8,1,76.0,3,4,1,3,3,3,1,828,5,0,174,1002,1,4,1,4,1002,0,0,-0.9834157047559875,1,0,1,0,3,1,3,5,6,0,5,5,1973.0,2,2,902,4,4,2,0,0,0,0,0,0,0,8,2009,8,4,-0.36712564888647886
867,20,3,67.0,0.06016914273833917,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2007,1,1,12,13,2,274.0,2,4,2,2,3,0,5,0,5,0,1638,1638,1,0,1,4,1646,0,0,0.3571878592766759,0,0,2,0,3,1,2,6,6,1,2,1,2007.0,1,3,870,4,4,2,192,80,0,0,0,0,0,11,2007,6,5,1.3285637010379516
868,20,3,85.0,-0.3827607689637618,1,3,3,0,0,0,19,1,2,0,2,4,5,1961,1961,1,1,12,13,3,0.0,3,4,1,3,3,3,0,932,5,0,108,1040,1,4,1,4,1120,0,0,-0.737777163520189,1,0,1,1,3,1,1,5,6,0,5,1,1961.0,1,2,544,4,4,2,168,0,0,0,0,0,400,5,2007,8,4,-0.696467703901682
869,60,3,69.0,0.5535685506191929,1,1,3,0,0,0,8,1,2,0,5,5,6,1948,1950,1,1,9,10,3,0.0,3,4,3,4,4,4,6,0,6,0,0,0,1,2,1,4,1547,720,53,1.7602418998947118,0,0,2,0,2,1,3,7,6,1,4,1,1979.0,2,2,672,4,4,1,120,144,0,0,0,0,0,5,2006,8,4,-0.02089425771664991
870,60,3,80.0,-0.026109662633909476,1,3,3,0,4,0,20,2,2,0,5,7,5,1993,1994,1,1,8,8,1,246.0,2,4,2,2,3,3,2,750,5,0,300,1050,1,0,1,4,1062,887,0,0.9879376727889384,1,0,2,1,3,1,2,8,6,1,4,1,1993.0,0,2,574,4,4,2,156,90,0,0,0,0,0,6,2010,8,4,1.110691264643279
871,20,3,60.0,-0.4272219917879011,1,3,3,0,4,0,12,4,2,0,2,5,5,1962,1962,3,1,8,8,3,0.0,3,4,1,3,3,3,5,0,5,0,894,894,1,2,0,4,894,0,0,-1.2082374204633286,0,0,1,0,2,1,3,5,6,0,5,5,1962.0,2,1,308,4,4,2,0,0,0,0,0,0,0,8,2009,8,4,-1.025809758916885
872,60,3,70.0,-0.16886623753952423,1,3,3,0,4,0,5,2,2,0,5,6,5,1998,1998,1,1,12,13,1,116.0,3,4,2,2,3,3,2,505,5,0,299,804,1,0,1,4,804,878,0,0.4321284311791229,0,0,2,1,3,1,2,7,6,0,5,1,1998.0,1,2,523,4,4,2,0,77,0,0,0,0,0,6,2010,8,4,0.5111198311540629
873,20,3,74.0,-0.15180274121242213,1,3,3,0,0,0,12,2,2,0,2,5,7,1953,1996,1,1,14,15,3,0.0,2,4,4,3,3,0,5,0,5,0,105,105,1,2,1,4,910,0,0,-1.1749304996177967,0,0,1,0,3,1,2,5,6,0,5,1,1953.0,2,2,414,4,4,2,196,0,150,0,0,0,0,10,2008,8,4,-0.9160290739118174
874,40,3,60.0,0.23897535777163442,1,3,3,0,4,0,12,2,2,0,2,5,7,1949,1950,1,1,6,6,3,0.0,2,4,1,3,3,3,4,375,5,0,457,832,1,2,1,4,1036,0,232,-0.42968814569901786,0,0,1,0,3,1,3,6,6,1,2,1,1949.0,2,1,288,4,4,2,0,28,0,0,0,0,0,9,2009,8,4,-0.6289103592831787
875,50,4,52.0,-0.5329676028290972,1,3,3,0,4,0,17,0,2,0,0,5,6,1941,1950,1,1,13,14,3,0.0,3,4,1,3,3,3,5,0,5,0,676,676,1,0,1,4,676,455,0,-0.7148786554388857,0,0,1,1,3,1,3,5,6,0,5,5,1941.0,2,1,200,4,4,2,26,0,0,0,0,0,0,8,2009,8,0,-1.7520512135657946
876,60,1,75.0,-0.13882487076645716,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2007,1,1,5,5,3,0.0,2,4,2,2,3,0,2,64,5,0,1120,1184,1,0,1,4,1184,1426,0,2.3639298402199795,0,0,2,1,4,1,0,11,6,1,2,3,2007.0,0,2,550,4,4,2,208,364,0,0,0,0,0,8,2007,6,5,2.250333000348964
877,20,3,94.0,1.8181899262982246,1,3,1,0,4,1,11,2,2,0,2,4,5,1963,1963,1,1,6,10,3,0.0,3,4,2,3,3,1,0,633,5,0,431,1064,1,2,1,4,1040,0,0,-0.904311767747849,1,0,1,0,3,1,3,5,6,0,5,1,1963.0,2,2,648,4,4,2,0,0,0,0,0,0,0,1,2007,8,4,-0.6415773613991481
879,85,3,88.0,0.19547545868423327,1,0,3,0,4,0,19,2,2,0,6,5,7,1961,1995,1,1,6,6,3,0.0,3,4,1,3,3,0,0,899,5,0,210,1109,1,4,1,4,1155,0,0,-0.6649182741705877,1,0,1,0,3,1,2,6,3,0,5,5,1987.0,2,2,576,4,4,2,192,0,0,0,0,0,400,6,2010,8,4,-0.37557031696379173
880,20,3,69.0,-0.37915580495099377,1,0,3,0,1,0,5,2,2,0,2,5,8,1978,2005,1,1,12,13,1,90.0,2,2,1,3,3,3,0,646,5,0,218,864,1,0,1,4,864,0,0,-1.2706878970487012,1,0,1,0,3,1,3,6,6,0,5,1,1978.0,2,1,336,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,-0.5697976827419885
881,20,3,60.0,-0.3762718337407793,1,3,3,0,4,0,7,2,2,0,2,5,5,2005,2006,1,1,12,13,3,0.0,3,4,2,0,1,3,0,980,5,0,110,1090,1,2,1,4,1090,0,0,-0.8002276401055615,1,0,1,1,2,1,3,5,6,0,5,1,2005.0,0,2,450,4,4,2,0,49,0,0,0,0,0,6,2007,8,4,-0.22356629157215954
882,50,3,44.0,0.4329224216585555,1,0,3,0,1,0,23,2,2,0,0,7,5,1990,1991,1,1,6,6,1,117.0,2,2,1,2,3,2,3,902,5,0,254,1156,1,0,1,4,1187,530,0,0.5049873205287243,0,0,2,1,3,1,2,7,6,1,4,1,1990.0,1,2,400,4,4,2,168,36,0,0,0,0,0,4,2007,8,4,0.29155846114392747
883,60,3,69.0,-0.062399633695774503,1,0,3,0,0,0,8,2,2,0,5,6,5,1992,1993,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0,5,0,808,808,1,2,1,4,808,785,0,0.24685868397585112,0,0,2,1,3,1,3,7,6,1,4,3,1993.0,1,2,389,4,4,2,342,40,0,0,0,0,0,12,2009,8,4,0.1311097676749823
884,75,3,60.0,-0.47480751675643934,1,3,0,0,4,0,18,2,2,0,3,4,5,1912,1950,1,1,13,14,3,0.0,2,4,2,3,0,3,5,0,5,0,795,795,1,4,0,4,954,795,481,1.5728904701385944,1,0,1,0,5,1,3,10,6,0,5,5,1997.0,2,1,440,4,2,2,0,188,0,0,0,0,0,3,2006,8,4,-0.8738057335252529
885,20,3,65.0,-0.36113098488715356,1,3,3,0,4,0,12,2,2,0,2,5,5,1967,1967,1,1,6,6,1,60.0,3,4,1,3,3,3,1,432,5,0,460,892,1,4,1,4,892,0,0,-1.2124007855690202,0,0,1,0,3,1,3,5,6,0,5,1,1967.0,1,1,288,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,-1.1862584523858302
886,120,1,50.0,-0.6051870485515505,1,0,3,0,1,0,21,2,2,4,2,9,5,1999,2000,1,1,8,8,1,60.0,2,4,2,0,3,0,2,1238,5,0,460,1698,1,0,1,4,1709,0,0,0.4883338601059582,1,0,2,0,2,1,2,5,6,1,4,1,1999.0,0,2,506,4,4,2,97,65,0,0,0,0,0,1,2008,1,0,2.6797105934080157
887,90,3,70.0,-0.21176530929146403,1,3,3,0,0,0,12,2,2,2,2,5,5,1959,2005,1,1,8,8,1,122.0,3,4,1,3,3,3,3,528,5,0,1098,1626,1,0,1,4,1712,0,0,0.4945789077644955,0,0,2,0,4,2,3,8,6,0,5,1,2005.0,0,2,588,4,4,2,272,54,0,0,0,0,0,6,2006,8,3,-0.42623832542766915
888,50,3,59.0,0.758330506544418,1,0,3,0,4,0,7,2,2,0,0,5,7,1955,1955,1,1,8,8,3,0.0,3,2,2,3,3,3,5,0,5,0,816,816,1,4,1,4,872,521,0,-0.16947782659329902,0,0,1,1,3,1,3,8,6,0,5,1,1955.0,2,1,300,4,4,2,121,0,0,0,265,0,0,4,2008,8,4,-0.5866870188966142
889,20,3,95.0,0.6861110608219648,1,0,3,0,4,1,12,2,2,0,2,8,6,1970,1970,0,5,13,14,3,0.0,2,2,2,3,1,1,0,351,4,823,1043,2217,1,0,1,4,2217,0,0,1.5458285969515997,1,0,2,0,4,1,2,8,6,1,4,1,1970.0,2,2,621,4,4,2,81,207,0,0,224,0,0,10,2007,8,4,1.6511500215913046
890,20,3,128.0,0.2408980052451107,1,3,3,0,4,0,12,1,2,0,2,6,4,1953,1953,3,1,13,14,1,90.0,3,4,1,3,3,3,1,1024,5,0,481,1505,1,0,1,4,1505,0,0,0.06367061932542507,1,0,1,0,2,1,3,6,6,1,4,1,1953.0,1,2,505,4,4,2,0,0,0,162,0,0,0,2,2009,8,4,-0.350236312731853
891,50,3,60.0,-0.2512997479648203,1,3,3,0,0,0,12,0,2,0,0,5,7,1949,2006,1,1,8,8,3,0.0,3,2,1,3,3,2,5,0,5,0,672,672,1,0,1,4,672,252,0,-1.1457869438779562,0,0,1,0,3,1,3,6,6,1,3,5,2003.0,2,2,576,4,4,2,0,0,0,0,0,0,2000,7,2007,8,4,-0.7994926544448994
892,60,3,70.0,0.12361650936305683,1,3,3,0,4,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,92.0,3,4,1,3,3,3,3,226,4,500,192,918,1,2,1,4,918,765,0,0.4342101137319687,0,0,2,1,3,1,3,7,6,1,4,1,1978.0,1,2,440,4,4,2,243,0,0,0,0,0,0,7,2009,8,4,0.038218418824540405
893,20,3,70.0,-0.2092418344825264,1,3,3,0,4,0,19,2,2,0,2,6,8,1963,2003,3,1,6,6,3,0.0,3,4,1,3,3,3,2,663,5,0,396,1059,1,4,1,4,1068,0,0,-0.846024656268168,0,1,1,0,3,1,3,6,6,0,5,1,1963.0,1,1,264,4,4,2,192,0,0,0,0,0,0,2,2006,8,4,-0.265789631958724
894,20,3,69.0,0.37596399025682026,1,3,3,0,4,0,19,4,2,0,2,5,5,1954,1954,1,1,13,10,3,0.0,3,4,2,2,3,2,1,1064,5,0,319,1383,1,4,1,4,1383,0,0,-0.19029465212175653,1,0,1,0,3,1,3,6,6,1,2,1,1954.0,2,1,354,4,4,2,511,116,0,0,0,0,0,6,2008,8,4,-0.08845160233515312
895,90,3,64.0,-0.37699282654333294,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,9,10,3,0.0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,1,4,1535,0,0,0.1261210959107976,0,0,2,0,4,2,3,8,6,0,5,1,1979.0,2,2,400,4,4,2,0,0,0,0,0,0,0,6,2009,8,2,-0.8677593511818968
896,60,3,71.0,-0.37242653879382676,1,3,3,0,4,0,12,2,2,0,5,6,5,1963,1963,3,1,6,6,1,415.0,3,4,1,3,3,3,1,400,5,0,380,780,1,4,1,4,983,813,0,0.6694402422035386,1,0,1,1,4,1,3,8,6,1,4,1,1963.0,1,2,483,4,4,2,0,50,0,0,0,0,0,10,2008,8,4,-0.5106850062007982
897,30,4,50.0,-0.1670637555331402,1,3,3,0,4,0,9,2,2,0,2,4,6,1936,1950,1,1,13,14,3,0.0,3,4,0,3,3,3,0,285,5,0,666,951,1,0,0,4,951,0,0,-1.089581514951121,0,0,1,0,2,1,3,6,6,0,5,5,1936.0,2,1,327,4,4,2,0,28,0,0,0,0,0,4,2006,8,0,-1.0764777673807626
898,90,3,64.0,-0.37699282654333294,1,3,3,0,4,0,20,1,2,2,5,5,5,1979,1979,1,1,9,10,3,0.0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,1,4,1120,1120,0,1.593707295667052,0,0,2,0,6,2,3,12,6,0,5,5,1979.0,2,2,528,4,4,2,154,0,0,0,0,0,0,6,2009,8,2,-0.46081079653618817
900,20,3,65.0,-0.37999696322063964,1,3,3,0,4,0,19,1,2,0,2,5,7,1961,1994,1,1,6,10,3,0.0,3,4,1,3,3,3,1,465,5,0,447,912,1,4,1,4,1236,0,0,-0.49630198739008186,0,0,1,0,3,1,3,6,6,1,4,1,1961.0,2,1,288,4,4,2,0,0,0,0,0,0,0,6,2006,8,4,-0.5951316869739272
901,20,3,69.0,-0.33829954613962254,1,0,3,0,4,0,12,2,2,0,2,4,6,1971,1971,1,1,6,6,3,0.0,3,4,1,3,3,3,0,322,5,0,536,858,1,4,1,4,858,0,0,-1.2831779923657758,0,0,1,0,2,1,3,4,6,0,5,5,1979.0,2,1,684,4,4,2,0,0,0,0,0,0,0,6,2007,8,4,-1.0173650908395722
902,20,3,64.0,-0.17343252528903044,1,0,3,0,4,0,12,2,2,0,2,5,7,1957,2000,3,1,8,8,3,0.0,3,2,1,3,3,2,1,860,5,0,132,992,1,4,1,4,1306,0,0,-0.3505842086908793,1,0,1,0,2,1,3,5,6,0,5,5,1968.0,2,1,756,4,4,2,0,0,0,0,0,0,0,5,2009,8,4,-0.2911236361906627
903,60,3,63.0,-0.274011021245259,1,3,3,0,4,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,783,783,1,0,1,4,807,702,0,0.07199734953680807,0,0,2,1,3,1,2,8,6,1,2,1,2003.0,0,2,393,4,4,2,0,75,0,0,0,0,0,7,2006,8,4,0.16488843998423391
904,20,3,50.0,0.5652246009271429,1,0,1,0,1,0,8,2,2,0,2,7,5,2006,2006,3,1,12,13,1,27.0,2,4,2,2,3,3,5,0,5,0,1670,1670,1,0,1,4,1670,0,0,0.40714824054497395,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,1,3,690,4,4,2,144,60,0,0,0,0,0,8,2006,6,5,1.178248609261782
905,20,3,69.0,-0.47853264623629965,1,0,3,0,4,0,19,2,2,0,2,5,6,1967,1967,1,1,6,14,1,75.0,3,4,1,3,3,3,2,599,5,0,277,876,1,4,1,4,902,0,0,-1.1915839600405627,0,0,1,0,3,1,3,6,6,0,5,1,1967.0,2,1,288,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,-0.7555803804428723
906,20,3,80.0,-0.028272641041570307,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,6,6,2,110.0,3,4,1,3,3,3,4,354,3,290,412,1056,1,4,1,4,1063,0,0,-0.8564330690323967,1,0,1,0,3,1,3,6,6,0,5,1,1954.0,1,1,280,4,4,2,0,0,164,0,0,0,0,2,2010,8,4,-0.7133570400563078
907,20,3,116.0,0.4020398966158425,1,0,3,0,0,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,2,208.0,2,4,2,2,3,3,2,63,5,0,1560,1623,1,0,1,4,1636,0,0,0.3363710337482184,1,0,2,0,3,1,2,8,6,1,2,1,2006.0,1,3,865,4,4,2,0,60,0,0,0,0,0,6,2007,8,4,1.431588651581169
908,50,3,86.0,0.1615887969642136,1,0,3,0,4,0,6,2,2,0,0,7,7,1936,1987,1,1,3,3,3,0.0,2,4,1,2,3,3,4,223,5,0,794,1017,1,2,1,4,1020,1037,0,1.2127593884962795,0,0,1,1,3,1,2,6,6,1,2,1,1936.0,0,1,180,1,4,2,0,0,0,0,322,0,0,6,2006,8,4,1.34714197080804
909,20,3,69.0,-0.15264389948206802,1,0,2,0,4,1,11,2,2,0,2,5,5,1983,1983,1,1,6,6,3,0.0,3,4,1,2,3,0,1,301,0,324,239,864,1,4,1,4,902,0,0,-1.1915839600405627,1,0,1,0,2,1,3,5,6,0,5,1,1983.0,2,2,484,4,4,2,164,0,0,0,0,0,0,6,2006,8,4,-0.6626890315924304
910,60,3,149.0,0.2924489906276938,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,742,742,1,0,1,4,742,742,0,0.019955285715664302,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,2,390,4,4,2,36,24,0,0,0,0,0,6,2009,8,4,0.06355242305647911
911,90,3,80.0,0.17360534367344044,1,3,3,0,0,0,12,1,2,2,5,5,5,1960,1960,1,1,8,8,1,361.0,3,4,1,3,3,3,4,443,5,0,662,1105,1,4,1,0,1105,1169,0,1.6644845024638073,0,0,2,0,5,2,3,12,6,0,5,5,1960.0,2,2,480,4,4,2,0,0,0,0,0,0,0,1,2010,8,4,-0.2691674991896492
912,20,3,69.0,-0.10445754717806842,1,0,3,0,1,1,5,2,2,0,2,5,7,1977,1989,1,1,6,10,3,0.0,3,4,1,2,1,0,0,196,5,0,1072,1268,1,4,1,4,1268,0,0,-0.42968814569901786,0,0,1,1,3,1,2,5,6,0,5,5,1978.0,2,1,252,4,4,2,173,0,0,0,0,0,0,10,2009,8,4,-0.45157232965960786
913,30,4,51.0,-0.4849014159921899,1,3,3,0,4,0,3,2,2,0,2,5,7,1925,1950,1,1,8,8,3,0.0,3,4,0,3,3,3,4,489,5,0,279,768,1,4,0,4,1015,0,0,-0.9563538315689928,0,0,1,0,3,1,3,6,2,0,5,5,1925.0,2,1,450,4,4,2,0,0,112,0,120,0,620,7,2006,8,0,-1.3889304862413399
914,90,2,82.0,-0.4668765959283496,1,3,1,0,4,0,6,2,2,2,5,5,6,1949,1950,1,1,8,8,3,0.0,3,4,1,3,3,3,1,284,5,0,717,1001,1,4,0,0,1001,1001,0,1.0982668480897633,0,0,2,0,4,2,3,8,6,0,5,0,1949.0,2,3,871,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,-0.42623832542766915
915,160,1,30.0,-0.859817673320067,1,3,3,0,4,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,2,76.0,2,4,2,2,3,0,2,294,5,0,318,612,1,0,1,4,612,612,0,-0.5212821780242309,0,0,2,1,2,1,2,4,6,0,5,5,2009.0,1,2,528,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,0.05904297030319402
916,160,4,21.0,-0.9798629749452431,1,3,3,0,4,0,10,2,2,3,5,4,5,1970,1970,1,1,5,5,1,80.0,3,4,1,3,3,3,5,0,5,0,546,546,1,1,1,4,546,546,0,-0.79606427499987,0,0,1,1,3,1,3,6,6,0,5,1,1970.0,2,1,286,4,4,2,0,0,0,0,0,0,0,1,2007,8,4,-1.6084918562514754
917,20,0,50.0,-0.13882487076645716,1,3,3,0,4,0,9,2,2,0,2,2,3,1949,1950,1,1,0,0,3,0.0,3,4,1,3,3,0,1,50,5,0,430,480,1,4,0,0,480,0,0,-2.07005399734147,1,0,0,0,1,1,3,4,6,0,5,5,1958.0,2,1,308,4,4,2,0,0,0,0,0,0,0,10,2006,8,0,-2.278812718892419
918,20,3,69.0,0.8393220313646069,1,3,3,0,4,0,7,2,2,0,2,4,6,1956,1956,1,1,12,13,3,0.0,3,4,1,3,3,3,0,1059,5,0,75,1134,1,0,1,0,1229,0,0,-0.5108737652600022,0,0,1,0,3,1,3,6,6,0,5,1,1956.0,1,1,284,4,4,2,0,0,0,0,0,0,0,4,2009,8,4,-0.5951316869739272
919,60,3,103.0,0.3568576809891496,1,0,3,0,0,0,20,2,2,0,5,7,5,1991,1991,1,1,6,6,3,0.0,2,4,2,0,3,2,1,48,2,634,422,1104,1,0,1,4,912,1215,0,1.358477167195482,1,0,2,1,4,1,2,8,6,1,4,1,1991.0,1,3,833,4,4,2,72,192,224,0,0,0,0,11,2007,8,4,1.1444699369525304
920,20,3,87.0,0.10499086196375525,1,0,3,0,0,0,12,2,2,0,2,6,8,1958,2002,3,1,8,8,3,0.0,0,4,1,2,3,3,0,528,1,411,245,1184,1,0,1,4,1414,0,0,-0.12576249298353825,1,0,1,0,3,1,3,6,2,1,4,1,1990.0,2,2,601,4,4,2,0,51,0,0,190,0,0,5,2008,8,4,0.10577576344304361
921,60,3,70.0,-0.2034738920620975,1,0,3,0,4,0,20,2,2,0,5,6,5,1994,1994,1,1,6,6,1,105.0,2,2,2,2,1,3,2,814,5,0,114,928,1,0,1,4,936,785,0,0.5133140507401073,0,1,2,1,3,1,2,7,6,0,5,1,1994.0,1,2,471,4,4,2,300,87,0,0,0,0,0,7,2007,8,4,0.5195644992313758
922,90,3,67.0,-0.16562176992803299,1,3,3,0,4,0,7,1,2,2,0,5,7,1900,2003,1,1,8,8,3,0.0,3,4,1,3,3,3,0,1084,5,0,188,1272,1,2,1,4,1272,928,0,1.5104399935532218,2,0,2,2,4,2,3,9,6,0,5,6,1980.0,3,0,0,5,5,0,0,70,0,0,0,0,0,9,2008,8,4,-0.41103792288850594
923,20,3,65.0,0.009819812026678748,1,3,3,0,4,0,8,6,2,0,2,6,5,2005,2006,1,1,12,13,3,0.0,2,4,2,2,3,3,2,28,5,0,1288,1316,1,0,1,4,1316,0,0,-0.3297673831624218,0,0,2,0,3,1,2,6,6,1,2,1,2005.0,0,2,397,4,4,2,100,0,0,23,0,0,0,10,2006,6,5,-0.004173814923570365
924,120,3,50.0,-0.2575483522536183,1,3,3,0,4,0,20,2,2,4,2,6,5,1993,1994,1,1,9,10,3,0.0,2,4,2,2,3,3,3,165,2,841,598,1604,1,0,1,4,1617,0,0,0.29681906524414914,1,0,2,0,2,1,2,5,6,1,1,1,1993.0,1,2,533,4,4,2,0,69,0,0,0,0,0,7,2008,8,4,0.3844498099943694
925,20,3,79.0,0.010180308427955554,1,3,3,0,4,0,14,2,2,0,2,6,6,1980,1980,1,1,9,10,1,157.0,3,2,1,2,3,3,1,625,3,1061,0,1686,1,4,1,4,1686,0,0,0.44045516139050594,1,0,2,0,3,1,3,7,6,1,4,1,1980.0,2,2,612,4,4,2,384,131,0,0,0,0,0,5,2006,8,4,0.6293451842364435
